Title Number,Question Number,Title,Question,Choice1,Choice2,Choice3,Choice4,Answer,Image Filename
17,28,Receiver Operation,A double conversion receiver designed for SSB reception has a carrier insertion oscillator and:,one IF stage and one local oscillator,two IF stages and one local oscillator,two IF stages and two local oscillators,two IF stages and three local oscillators,2,
17,29,Receiver Operation,An advantage of a double conversion receiver is that it:,does not drift off frequency,produces a louder audio signal,has improved image rejection characteristics,is a more sensitive receiver,2,
17,30,Receiver Operation,A receiver squelch circuit:,automatically keeps the audio output at maximum level,silences the receiver speaker during periods of no received signal,provides a noisy operating environment,is not suitable for pocket-size receivers,1,
18,1,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""oscillator"":",is variable in frequency,generates an audio frequency tone during tests,uses a crystal for good frequency stability,may have a calibrated dial,2,SSBTX.gif
18,2,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""balanced modulator"":",balances the high and low frequencies in the audio signal,performs double sideband suppressed carrier modulation,acts as a tone control,balances the standing wave ratio,1,SSBTX.gif
18,3,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""filter"":",removes mains hum from the audio signal,suppresses unwanted harmonics of the RF signal,removes one sideband from the modulated signal,removes the carrier component from the modulated signal,2,SSBTX.gif
18,4,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""mixer"":",adds the correct proportion of carrier to the SSB signal,mixes the audio and RF signals in the correct proportions,translates the SSB signal to the required frequency,mixes the two sidebands in the correct proportions,2,SSBTX.gif
18,5,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""linear amplifier"":",has all components arranged in-line,amplifies the modulated signal with no distortion,aligns the two sidebands correctly,removes any unwanted amplitude modulation from the signal,1,SSBTX.gif
18,6,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""VFO"" is:",a voice frequency oscillator,a varactor fixed oscillator,a virtual faze oscillator,a variable frequency oscillator,3,SSBTX.gif
18,7,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""master oscillator"" produces:",a steady signal at the required carrier frequency,a pulsating signal at the required carrier frequency,a 800 Hz signal to modulate the carrier,a modulated CW signal,0,CWTX.gif
18,8,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""driver buffer"":",filters any sharp edges from the input signal,drives the power amplifier into saturation,provides isolation between the oscillator and power amplifier,changes the frequency of the master oscillator signal,2,CWTX.gif
18,9,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""Morse key"":",turns the DC power to the transmitter on and off,allows the oscillator signal to pass only when the key is depressed,changes the frequency of the transmitted signal when the key is depressed,adds an 800 Hz audio tone to the signal when the key is depressed,1,CWTX.gif
18,10,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""power amplifier"":",need not have linear characteristics,amplifies the bandwidth of its input signal,must be adjusted during key-up conditions,should be water-cooled,0,CWTX.gif
18,11,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""speech amplifier"":",amplifies the audio signal from the microphone,is a spectral equalization entropy changer,"amplifies only speech, while discriminating against background noises",shifts the frequency spectrum of the audio signal into the RF region,0,FMTX.gif
18,12,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""modulator"":",is an amplitude modulator with feedback,is an SSB modulator with feedback,causes the speech waveform to gate the oscillator on and off,causes the speech waveform to shift the frequency of the oscillator,3,FMTX.gif
18,13,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""oscillator"" is:",an audio frequency oscillator,a variable frequency RF oscillator,a beat frequency oscillator,a variable frequency audio oscillator,1,FMTX.gif
18,14,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""frequency multiplier"":",translates the frequency of the modulated signal into the RF spectrum,changes the frequency of the speech signal,produces a harmonic of the oscillator signal,multiplies the oscillator signal by the speech signal,2,FMTX.gif
18,15,Transmitter Block Diagrams,"In the transmitter block diagram shown, the ""power amplifier"":",increases the voltage of the mains to drive the antenna,amplifies the audio frequency component of the signal,amplifies the selected sideband to a suitable level,amplifies the RF signal to a suitable level,3,FMTX.gif
18,16,Transmitter Block Diagrams,The signal from an amplitude modulated transmitter consists of:,a carrier and two sidebands,a carrier and one sideband,no carrier and two sidebands,no carrier and one sideband,0,
18,17,Transmitter Block Diagrams,The signal from a frequency modulated transmitter has:,an amplitude which varies with the modulating waveform,a frequency which varies with the modulating waveform,a single sideband which follows the modulating waveform,no sideband structure,1,
18,18,Transmitter Block Diagrams,The signal from a balanced modulator consists of:,a carrier and two sidebands,a carrier and one sideband,no carrier and two sidebands,no carrier and one sideband,2,
18,19,Transmitter Block Diagrams,The signal from a CW transmitter consists of:,"a continuous, unmodulated RF waveform",a continuous RF waveform modulated with an 800 Hz Morse signal,an RF waveform which is keyed on and off to form Morse characters,a continuous RF waveform which changes frequency in synchronism with an applied Morse signal,2,
18,20,Transmitter Block Diagrams,The following signal can be amplified using a non-linear amplifier:,SSB,FM,AM,DSBSC,1,
19,1,Transmitter Theory,Morse code is usually transmitted by radio as:,an interrupted carrier,a voice modulated carrier,a continuous carrier,a series of clicks,0,
19,2,Transmitter Theory,"To obtain high frequency stability in a transmitter, the VFO should be:",run from a non-regulated AC supply,in a plastic box,powered from a regulated DC supply,able to change frequency with temperature,2,
19,3,Transmitter Theory,SSB transmissions:,occupy about twice the bandwidth of AM transmissions,contain more information than AM transmissions,occupy about half the bandwidth of AM transmissions,are compatible with FM transmissions,2,
19,4,Transmitter Theory,The purpose of a balanced modulator in a SSB transmitter is to:,make sure that the carrier and both sidebands are in phase,make sure that the carrier and both sidebands are 180 degrees out of phase,ensure that the percentage of modulation is kept constant,suppress the carrier while producing two sidebands,3,
19,5,Transmitter Theory,"Several stations advise that your FM simplex transmission in the ""two metre"" band is distorted. The cause might be that:",the transmitter modulation deviation is too high,your antenna is too low,the transmitter has become unsynchronised,your transmitter frequency split is incorrect,0,
19,6,Transmitter Theory,The driver stage of a transmitter is located:,before the power amplifier,between oscillator and buffer,with the frequency multiplier,after the output low-pass filter circuit,0,
19,7,Transmitter Theory,The purpose of the final amplifier in a transmitter is to:,increase the frequency of a signal,isolate the multiplier and later stages,produce a stable radio frequency,increase the power fed to the antenna,3,
19,8,Transmitter Theory,The difference between DC input power and RF power output of a transmitter RF amplifier:,radiates from the antenna,is dissipated as heat,is lost in the feedline,is due to oscillating current,1,
19,9,Transmitter Theory,The process of modulation allows:,information to be impressed on to a carrier,information to be removed from a carrier,voice and Morse code to be combined,none of these,0,
19,10,Transmitter Theory,The output power rating of a linear amplifier in a SSB transmitter is specified by the:,peak DC input power,mean AC input power,peak envelope power,unmodulated carrier power,2,
20,1,Harmonics and Parasitics,A harmonic of a signal transmitted at 3525 kHz would be expected to occur at:,3573 kHz,7050 kHz,14025 kHz,21050 kHz,1,
20,2,Harmonics and Parasitics,The third harmonic of 7 MHz is:,10 MHz,14 MHz,21 MHz,28 MHz,2,
20,3,Harmonics and Parasitics,The fifth harmonic of 7 MHz is:,12 MHz,19 MHz,28 MHz,35 MHz,3,
20,4,Harmonics and Parasitics,Excessive harmonic output may be produced in a transmitter by:,a linear amplifier,a low SWR,resonant circuits,overdriven amplifier stages,3,
20,5,Harmonics and Parasitics,Harmonics may be produced in the RF power amplifier of a transmitter if:,the modulation level is too low,the modulation level is too high,the oscillator frequency is unstable,modulation is applied to more than one stage,1,
20,6,Harmonics and Parasitics,Harmonics produced in an early stage of a transmitter may be reduced in a later stage by:,increasing the signal input to the final stage,using FET power amplifiers,using tuned circuit coupling between stages,using larger value coupling capacitors,2,
20,7,Harmonics and Parasitics,Harmonics are produced when:,a resonant circuit is detuned,negative feedback is applied to an amplifier,a transistor is biased for class A operation,a sine wave is distorted,3,
20,8,Harmonics and Parasitics,Harmonic frequencies are:,always lower in frequency than the fundamental frequency,at multiples of the fundamental frequency,any unwanted frequency above the fundamental frequency,any frequency causing TVI,1,
20,9,Harmonics and Parasitics,An interfering signal from a transmitter has a frequency of 57 MHz. This signal could be the:,seventh harmonic of an 80 meter transmission,third harmonic of a 15 metre transmission,second harmonic of a 10 metre transmission,crystal oscillator operating on its fundamental,2,
20,10,Harmonics and Parasitics,"To minimise the radiation of one particular harmonic, one can use a:",wave trap in the transmitter output,resistor,high pass filter in the transmitter output,filter in the receiver lead,0,
20,11,Harmonics and Parasitics,A low-pass filter is used in the antenna lead from a transmitter:,to reduce key clicks developed in a CW transmitter,to increase harmonic radiation,to eliminate chirp in CW transmissions,to reduce radiation of harmonics,3,
20,12,Harmonics and Parasitics,The following is installed in the transmission line as close as possible to a HF transmitter to reduce harmonic output:,a middle-pass filter,a low-pass filter,a high-pass filter,a band-reject filter,1,
20,13,Harmonics and Parasitics,A low pass filter will:,suppress sub-harmonics,reduce harmonics,always eliminate interference,improve harmonic radiation,1,
20,14,Harmonics and Parasitics,A spurious transmission from a transmitter is:,an unwanted emission unrelated to the output signal frequency,an unwanted emission that is harmonically related to the modulating audio frequency,generated at 50 Hz,the main part of the modulated carrier,0,
20,15,Harmonics and Parasitics,A parasitic oscillation:,is an unwanted signal developed in a transmitter,is generated by parasitic elements of a Yagi beam,does not cause any radio interference,is produced in a transmitter oscillator stage,0,
20,16,Harmonics and Parasitics,Parasitic oscillations in a RF power amplifier can be suppressed by:,pulsing the supply voltage,"placing suitable chokes, ferrite beads or resistors within the amplifier",screening all input leads,using split-stator tuning capacitors,1,
20,17,Harmonics and Parasitics,Parasitic oscillations in the RF power amplifier stage of a transmitter may occur:,at low frequencies only,on harmonic frequencies,at high frequencies only,at high or low frequencies,3,
20,18,Harmonics and Parasitics,Transmitter power amplifiers can generate parasitic oscillations on:,the transmitter's output frequency,harmonics of the transmitter's output frequency,frequencies unrelated to the transmitter's output frequency,VHF frequencies only,2,
20,19,Harmonics and Parasitics,Parasitic oscillations tend to occur in:,high voltage rectifiers,high gain amplifier stages,antenna matching circuits,SWR bridges,1,
20,20,Harmonics and Parasitics,Parasitic oscillations can cause interference. They are:,always the same frequency as the mains supply,always twice the operating frequency,not related to the operating frequency,three times the operating frequency,2,
21,1,Power Supplies,A mains operated DC power supply:,converts DC from the mains into AC of the same voltage,converts energy from the mains into DC for operating electronic equipment,is a diode-capacitor device for measuring mains power,is a diode-choked device for measuring inductance power,1,
21,2,Power Supplies,The following unit in a DC power supply performs a rectifying operation:,an electrolytic capacitor,a fuse,a crowbar,a full-wave diode bridge,3,
21,3,Power Supplies,The following unit in a DC power supply performs a smoothing operation:,an electrolytic capacitor,a fuse,a crowbar,a full-wave diode bridge,0,
21,4,Power Supplies,The following could power a solid-state 10 watt VHF transceiver:,a 12 volt car battery,6 penlite cells in series,"a 12 volt, 500 mA plug-pack",a 6 volt 10 Amp-hour Gel cell.,0,
21,5,Power Supplies,A fullwave DC power supply operates from the New Zealand AC mains. The ripple frequency is:,25 Hz,50 Hz,70 Hz,100 Hz,3,
21,6,Power Supplies,The capacitor value best suited for smoothing the output of a 12 volt 1 amp DC power supply is:,100 pF,10 nF,100 nF,"10,000 uF",3,
21,7,Power Supplies,The following should always be included as a standard protection device in any power supply:,a saturating transformer,a fuse in the mains lead,a zener diode bridge limiter,a fuse in the filter capacitor negative lead,1,
21,8,Power Supplies,A halfwave DC power supply operates from the New Zealand AC mains. The ripple frequency will be:,25 Hz,50 Hz,70 Hz,100 Hz,1,
21,9,Power Supplies,The output voltage of a DC power supply decreases when current is drawn from it because:,drawing output current causes the input mains voltage to decrease,drawing output current causes the input mains frequency to decrease,all power supplies have some internal resistance,some power is reflected back into the mains.,2,
21,10,Power Supplies,Electrolytic capacitors are used in power supplies because:,they are tuned to operate at 50 Hz,they have very low losses compared to other types,they radiate less RF noise than other types,they can be obtained in larger values than other types,3,
22,1,Regulated Power Supplies,The block marked 'Filter' in the diagram is to:,filter RF radiation from the output of the power supply,smooth the rectified waveform from the rectifier,act as a 50 Hz tuned circuit,restore voltage variations,1,REGPS.gif
22,2,Regulated Power Supplies,The block marked 'Regulator' in the diagram is to:,regulate the incoming mains voltage to a constant value,ensure that the output voltage never exceeds a dangerous value,keep the incoming frequency constant at 50 Hz,keep the output voltage at a constant value,3,REGPS.gif
22,3,Regulated Power Supplies,The block marked 'Transformer' in the diagram is to:,transform the incoming mains AC voltage to a DC voltage,ensure that any RF radiation cannot get into the power supply,transform the mains AC voltage to a more convenient AC voltage,transform the mains AC waveform into a higher frequency waveform,2,REGPS.gif
22,4,Regulated Power Supplies,The block marked 'Rectifier' in the diagram is to:,turn the AC voltage from the transformer into a fluctuating DC voltage,rectify any waveform errors introduced by the transformer,turn the sinewave output of the rectifier into a square wave,smooth the DC waveform,0,REGPS.gif
22,5,Regulated Power Supplies,The block marked 'Regulator' in the diagram could consist of:,four silicon power diodes in a regulator configuration,two silicon power diodes and a centre-tapped transformer,a three-terminal regulator chip,a single silicon power diode connected as a half-wave rectifier,2,REGPS.gif
22,6,Regulated Power Supplies,"In the block marked regulator in the diagram, a reversed diode may be present across the regulator.  Its job is to",Block negative voltages from appearing at the output,Blow a fuse if high voltages occur at the output,Blow a fuse if negative currents occur at the output,Bypass the regulator for higher voltage at its output compared to its input,3,REGPS.gif
22,7,Regulated Power Supplies,A power supply is to power a solid-state transceiver. A suitable over-voltage protection device is a:,crowbar across the regulator output,100 uF capacitor across the transformer output,fuse in parallel with the regulator output,zener diode in series with the regulator,0,
22,8,Regulated Power Supplies,"In a regulated power supply, the 'crowbar' is a:",means to lever up the output voltage,circuit for testing mains fuses,last-ditch protection against failure of the regulator in the supply,convenient means to move such a heavy supply unit,2,
22,9,Regulated Power Supplies,"In a regulated power supply, 'current limiting' is sometimes used to:",prevent transformer core saturation,protect the mains fuse,minimise short-circuit current passing through the regulator,eliminate earth-leakage effects,2,
22,10,Regulated Power Supplies,The purpose of a series pass transistor in a regulated power supply is to:,suppress voltage spikes across the transformer secondary winding,work as a surge multiplier to speed up regulation,amplify output voltage errors to assist regulation,allow for a higher current to be supplied than the regulator would otherwise allow,3,
23,1,General Operating Procedures,The correct order for callsigns in a callsign exchange at the start and end of a transmission is:,the other callsign followed by your own callsign,your callsign followed by the other callsign,"your own callsign, repeated twice","the other callsign, repeated twice",0,
23,2,General Operating Procedures,"The following phonetic code is correct for the callsign ""ZL1AN"":",zanzibar london one america norway,zulu lima one alpha november,zulu lima one able nancy,zulu lima one able niner,1,
23,3,General Operating Procedures,"The accepted way to call ""CQ"" with a SSB transceiver is:","""CQ  CQ  CQ this is   ZL1XXX   ZL1XXX   ZL1XXX""","""This is ZL1XXX calling CQ  CQ  CQ""","""CQ to anyone, CQ to anyone, I am ZL1XXX""","""CQ  CQ  CQ  CQ  CQ this is New Zealand""",0,
23,4,General Operating Procedures,"A signal report of ""5 and 1"" indicates:",very low intelligibility but good signal strength,perfect intelligibility but very low signal strength,"perfect intelligibility, high signal strength",medium intelligibilty and signal strength,1,
23,5,General Operating Procedures,The correct phonetic code for the callsign VK5ZX is:,victor kilowatt five zulu xray,victor kilo five zulu xray,victor kilo five zanzibar xray,victoria kilo five zulu xray,1,
23,6,General Operating Procedures,The accepted way to announce that you are listening to a VHF repeater is:,"""hello 6695, this is ZL2ZZZ listening""","""calling 6695, 6695, 6695 from ZL2ZZZ""","""6695 from ZL2ZZZ""","""ZL2ZZZ listening on 6695""",3,
23,7,General Operating Procedures,"A rare DX station calling CQ on CW and repeating ""up 2"" at the end of the call means the station:",will be listening for replies 2 kHz higher in frequency,will reply only to stations sending at greater than 20 wpm,is about to shift his calling frequency 2 kHz higher,will wait more than 2 seconds before replying to his call,0,
23,8,General Operating Procedures,When conversing via a VHF or UHF repeater you should pause between overs for about:,half a second,3 seconds,30 seconds,several minutes,1,
23,9,General Operating Procedures,"Before calling CQ on the HF bands, you should:","listen first, then ask if the frequency is in use",request that other operators clear the frequency,request a signal report from any station listening,use a frequency where many stations are already calling,0,
23,10,General Operating Procedures,"The phrase ""you are fully quieting the repeater"" means:",your signal is too weak for the repeater to reproduce correctly,your signal into the repeater is strong enough to be noise-free on the output frequency,your modulation level is too low,you are speaking too quietly into the microphone.,1,
24,1,Practical Operating Knowledge,"You are mobile and talking through a VHF repeater. The other station reports that you keep ""dropping out"". This means:",your signal is drifting lower in frequency,your signal does not have enough strength to operate the repeater,your voice is too low-pitched to be understood,you are not speaking loudly enough,1,
24,2,Practical Operating Knowledge,"A ""pileup"" is:","an old, worn-out radio",another name for a junkbox,a large group of stations all calling the same DX station,a type of selenium rectifier,2,
24,3,Practical Operating Knowledge,"""Break-in keying"" means:",unauthorised entry has resulted in station equipment disappearing,temporary emergency operating,"key-down changes the station to transmit, key-up to receive",the other station's keying is erratic,2,
24,4,Practical Operating Knowledge,"A repeater operating with a ""positive 600 kHz split"":",listens on a frequency 600 kHz higher than its designated frequency,transmits on a frequency 600 kHz higher than its designated frequency,transmits simultaneously on its designated frequency and one 600 kHz higher,uses positive modulation with a bandwidth of 600 kHz,0,
24,5,Practical Operating Knowledge,The standard frequency offset (split) for 2 metre repeaters in New Zealand is:,"plus 600 kHz above 147 MHz, minus 600 kHz on or below 147 MHz","plus 600 kHz below 147 MHz, minus 600 kHz on or above 147 MHz","minus 5 MHz below 147 MHz, plus 5 MHz kHz on or above 147 MHz","plus 5 MHz below 147 MHz, minus 5 MHz kHz on or above 147 MHz",0,
24,6,Practical Operating Knowledge,The standard frequency offset (split) for 70 cm repeaters in New Zealand is plus or minus:,600 kHz,1 MHz,2 MHZ,5 MHz,3,
24,7,Practical Operating Knowledge,You are adjusting an antenna matching unit using an SWR bridge. You should adjust for:,maximum reflected power,equal reflected and transmitted power,minimum reflected power,minimum transmitted power,2,
24,8,Practical Operating Knowledge,"The ""squelch"" or ""muting"" circuitry on a VHF receiver:",inhibits the audio output unless a station is being received,compresses incoming voice signals to make them more intelligible,reduces audio burst noise due to lightning emissions,reduces the noise on incoming signals,0,
24,9,Practical Operating Knowledge,"The ""S meter"" on a receiver:",indicates where the squelch control should be set,indicates the standing wave ratio,indicates the state of the battery voltage,indicates relative incoming signal strengths,3,
24,10,Practical Operating Knowledge,"The ""National System"" is:",the legal licensing standard of Amateur operation in New Zealand,a series of nationwide amateur radio linked repeaters in the 70 cm band,the official New Zealand repeater band plan,A nationwide emergency communications procedure,1,
24,11,Practical Operating Knowledge,A noise blanker on a receiver is most effective to reduce:,50 Hz power supply hum,noise originating from the mixer stage of the receiver,ignition noise,noise originating from the RF stage of the receiver.,2,
24,12,Practical Operating Knowledge,The purpose of a VOX unit in a transceiver is to:,change from receiving to transmitting using the sound of the operator's voice,check the transmitting frequency using the voice operated crystal,enable a volume operated extension speaker for remote listening,enable the variable oscillator crystal,0,
24,13,Practical Operating Knowledge,"""VOX"" stands for:",volume operated extension speaker,voice operated transmit,variable oscillator transmitter,voice operated expander,1,
24,14,Practical Operating Knowledge,"""RIT"" stands for:",receiver interference transmuter,range independent transmission,receiver incremental tuning,random interference tester,2,
24,15,Practical Operating Knowledge,"The ""RIT"" control on a transceiver:",reduces interference on the transmission,changes the frequency of the transmitter section without affecting the frequency of the receiver section,changes the transmitting and receiver frequencies by the same amount,changes the frequency of the receiver section without affecting the frequency of the transmitter section,3,
24,16,Practical Operating Knowledge,"The ""split frequency"" function on a transceiver allows the operator to:",transmit on one frequency and receive on another,monitor two frequencies simultaneously using a single loudspeaker,monitor two frequencies simultaneously using two loudspeakers,receive CW and SSB signals simultaneously on the same frequency,0,
24,17,Practical Operating Knowledge,"The term ""ALC"" stands for:",audio limiter control,automatic level control,automatic loudness control,automatic listening control,1,
24,18,Practical Operating Knowledge,The AGC circuit is to:,expand the audio gain,limit the extent of amplitude generation,minimise the adjustments needed to the receiver gain control knobs,amplitude limit the crystal oscillator output,2,
24,19,Practical Operating Knowledge,Many receivers have both RF and AF gain controls. These allow the operator to:,vary the receiver frequency and AM transmitter frequency independently,vary the low and high frequency audio gain independently,"vary the receiver's ""real"" and ""absolute"" frequencies independently",vary the gain of the radio frequency and audio frequency amplifier stages independently,3,
24,20,Practical Operating Knowledge,"The term ""PTT"" means:",push to talk,piezo-electric transducer transmitter,phase testing terminal,phased transmission transponder,0,
25,1,Q Signals,"The signal ""QRM"" means:",your signals are fading,I am troubled by static,your transmission is being interfered with,is my transmission being interfered with?,2,
25,2,Q Signals,"The signal ""QRN"" means:",I am busy,I am troubled by static,are you troubled by static?,I am being interfered with,1,
25,3,Q Signals,"The ""Q signal"" requesting the other station to send slower is:",QRL,QRN,QRM,QRS,3,
25,4,Q Signals,"The question ""Who is calling me?"" is asked by:",QRT?,QRM?,QRP?,QRZ?,3,
25,5,Q Signals,"The ""Q"" signal ""what is your location?"" is:",QTH?,QTC?,QRL?,QRZ?,0,
25,6,Q Signals,"The ""Q"" signal ""are you busy?"" is:",QRM?,QRL?,QRT?,QRZ?,1,
25,7,Q Signals,"The ""Q"" signal ""shall I decrease transmitter power?"" is:",QRP?,QRZ?,QRN?,QRL?,0,
25,8,Q Signals,"The ""Q"" signal ""your signals are fading"" is:",QSO,QSB,QSL,QRX,1,
25,9,Q Signals,"The signal ""QSY?"" means:",shall I change to transmission on another frequency?,shall I increase transmitter power?,shall I relay to .... ?,is my signal fading?,0,
25,10,Q Signals,"The ""Q"" signal which means ""send faster"" is:",QRP,QRQ,QRS,QRN,1,
26,1,Transmission Lines,Any length of transmission line may be made to appear as an infinitely long line by:,shorting the line at the end,leaving the line open at the end,terminating the line in its characteristic impedance,increasing the standing wave ratio above unity,2,
26,2,Transmission Lines,The characteristic impedance of a transmission line is determined by the:,length of the line,load placed on the line,physical dimensions and relative positions of the conductors,frequency at which the line is operated,2,
26,3,Transmission Lines,"The characteristic impedance of a 20 metre length of transmission line is 52 ohm. If 10 metres is cut off, the impedance will be:",13 ohm,26 ohm,39 ohm,52 ohm,3,
26,4,Transmission Lines,The following feeder is the best match to the base of a quarter wave ground plane antenna:,300 ohm balanced feedline,50 ohm coaxial cable,75 ohm balanced feedline,300 ohm coaxial cable,1,
26,5,Transmission Lines,The designed output impedance of the antenna socket of most modern transmitters is nominally:,25 ohm,50 ohm,75 ohm,100 ohm,1,
26,6,Transmission Lines,"To obtain efficient transfer of power from a transmitter to an antenna, it is important that there is a:",high load impedance,low load impedance,correct impedance match between transmitter and antenna,high standing wave ratio,2,
26,7,Transmission Lines,A coaxial feedline is constructed from:,a single conductor,two parallel conductors separated by spacers,braid and insulation around a central conductor,braid and insulation twisted together,2,
26,8,Transmission Lines,An RF transmission line should be matched at the transmitter end to:,prevent frequency drift,overcome fading of the transmitted signal,ensure that the radiated signal has the intended polarisation,transfer maximum power to the antenna,3,
26,9,Transmission Lines,A damaged antenna or feedline attached to the output of a transmitter will present an incorrect load resulting in:,the driver stage not delivering power to the final,the output tuned circuit breaking down,excessive heat being produced in the transmitter output stage,loss of modulation in the transmitted signal,2,
26,10,Transmission Lines,A result of mismatch between the power amplifier of a transmitter and the antenna is:,reduced antenna radiation,radiation of key clicks,lower modulation percentage,smaller DC current drain,0,
26,11,Transmission Lines,Losses occurring on a transmission line between a transmitter and antenna result in:,less RF power being radiated,a SWR of 1:1,reflections occurring in the line,improved transfer of RF energy to the antenna,0,
26,12,Transmission Lines,If the characteristic impedance of a feedline does not match the antenna input impedance then:,standing waves are produced in the feedline,heat is produced at the junction,the SWR drops to 1:1,the antenna will not radiate any signal,0,
26,13,Transmission Lines,A result of standing waves on a non-resonant transmission line is:,maximum transfer of energy to the antenna from the transmitter,perfect impedance match between transmitter and feedline,reduced transfer of RF energy to the antenna,lack of radiation from the transmission line,2,
26,14,Transmission Lines,A quarter-wave length of 50-ohm coaxial line is shorted at one end. The impedance seen at the other end of the line is:,zero,5 ohm,150 ohm,infinite,3,
26,15,Transmission Lines,A switching system to use a single antenna for a separate transmitter and receiver should also:,disable the unit not being used,disconnect the antenna tuner,ground the antenna on receive,switch between power supplies,0,
26,16,Transmission Lines,An instrument to check whether RF power in the transmission line is transferred to the antenna is:,a standing wave ratio meter,an antenna tuner,a dummy load,a keying monitor,0,
26,17,Transmission Lines,This type of transmission line will exhibit the lowest loss:,twisted flex,coaxial cable,open-wire feeder,mains cable,2,
26,18,Transmission Lines,The velocity factor of a coaxial cable with solid polythene dielectric is about:,0.66,0.1,0.8,1.0,0,
26,19,Transmission Lines,This commonly available antenna feedline can be buried directly in the ground for some distance without adverse effects:,75 ohm twinlead,300 ohm twinlead,600 ohm open-wire,coaxial cable,3,
26,20,Transmission Lines,"If an antenna feedline must pass near grounded metal objects, the following type should be used:",75 ohm twinlead,300 ohm twinlead,600 ohm open-wire,coaxial cable,3,
27,1,Antennas,In this diagram the item U corresponds to the:,boom,reflector,driven element,director,0,YAGI.gif
27,2,Antennas,In this diagram the item V corresponds to the:,boom,reflector,driven element,director,1,YAGI.gif
27,3,Antennas,In this diagram the item X corresponds to the:,boom,reflector,director,driven element,2,YAGI.gif
27,4,Antennas,The antenna in this diagram has two equal lengths of wire shown as 'X' forming a dipole between insulators. The optimum operating frequency will be when the:,length X+X equals the signal wavelength,dimensions are changed with one leg doubled in length,length X+X is a little shorter than one-half of the signal wavelength,antenna has one end grounded,2,DIPOLE.gif
27,5,Antennas,The antenna in this diagram can be made to operate on several bands if the following item is installed at the points shown at 'X' in each wire:,a capacitor,an inductor,a fuse,a parallel-tuned trap,3,DIPOLE.gif
27,6,Antennas,"The physical length of the antenna shown in this diagram can be shortened and the electrical length maintained, if one of the following items is added at the points shown at 'X' in each wire:",an inductor,a capacitor,an insulator,a resistor,0,DIPOLE.gif
27,7,Antennas,The approximate physical length of a half-wave antenna for a frequency of 1000 kHz is:,300 metres,600 metres,150 metres,30 metres,2,
27,8,Antennas,The wavelength for a frequency of 25 MHz is:,15 metres,32 metres,4 metres,12 metres,3,
27,9,Antennas,Magnetic and electric fields about an antenna are:,parallel to each other,determined by the type of antenna used,perpendicular to each other,variable with the time of day,2,
27,10,Antennas,Radio wave polarisation is defined by the orientation of the radiated:,magnetic field,electric field,inductive field,capacitive field,1,
27,11,Antennas,A half wave dipole antenna is normally fed at the point of:,maximum voltage,maximum current,maximum resistance,resonance,1,
27,12,Antennas,An important factor to consider when high angle radiation is desired from a horizontal half-wave antenna is the:,size of the antenna wire,time of the year,height of the antenna,mode of propagation,2,
27,13,Antennas,An antenna which transmits equally well in all compass directions is a:,dipole with a reflector only,quarterwave grounded vertical,dipole with director only,half-wave horizontal dipole,1,
27,14,Antennas,A groundplane antenna emits a:,horizontally polarised wave,elliptically polarised wave,axially polarised wave,vertically polarised wave,3,
27,15,Antennas,The impedance at the feed point of a folded dipole antenna is approximately:,300 ohm,150 ohm,200 ohm,100 ohm,0,
27,16,Antennas,The centre impedance of a 'half-wave' dipole in 'free space' is approximately:,52 ohm,73 ohm,100 ohm,150 ohm,1,
27,17,Antennas,The effect of adding a series inductance to an antenna is to:,increase the resonant frequency,have no change on the resonant frequency,have little effect,decrease the resonant frequency,3,
27,18,Antennas,The purpose of a balun in a transmitting antenna system is to:,balance harmonic radiation,reduce unbalanced standing waves,protect the antenna system from lightning strikes,match unbalanced and balanced transmission lines,3,
27,19,Antennas,A dummy antenna:,attenuates a signal generator to a desirable level,provides more selectivity when a transmitter is being tuned,matches an AF generator to the receiver,duplicates the characteristics of an antenna without radiating signals,3,
27,20,Antennas,A half-wave antenna resonant at 7100 kHz is approximately this long:,20 metres,40 metres,80 metres,160 metres,0,
27,21,Antennas,An antenna with 20 metres of wire each side of a centre insulator will be resonant at approximately:,3600 kHz,3900 kHz,7050 kHz,7200 kHz,0,
27,22,Antennas,A half wave antenna cut for 7 MHz can be used on this band without change:,10 metre,15 metre,20 metre,80 metre,1,
27,23,Antennas,This property of an antenna broadly defines the range of frequencies to which it will be effective:,bandwidth,front-to-back ratio,impedance,polarisation,0,
27,24,Antennas,The resonant frequency of an antenna may be increased by:,shortening the radiating element,lengthening the radiating element,increasing the height of the radiating element,lowering the radiating element,0,
